Project_Accession,Total_Attributes,Alias,dee2_url,has_dee2
PRJNA151589,115,SRP010481,https://dee2.io/huge/athaliana/SRP010481_GSE35288.zip,True
PRJNA903916,115,SRP409012,,False
PRJNA523248,115,SRP186316,https://dee2.io/huge/athaliana/SRP186316_GSE126782.zip,True
PRJNA379206,115,SRP101909,https://dee2.io/huge/athaliana/SRP101909_NA.zip,True
PRJNA1050300,115,SRP476750,https://dee2.io/huge/athaliana/SRP476750_GSE249766.zip,True
PRJEB12413,115,ERP013888,,False
PRJNA385669,112,SRP106557,https://dee2.io/huge/athaliana/SRP106557_GSE98610.zip,True
PRJNA169403,112,SRP013916,https://dee2.io/huge/athaliana/SRP013916_GSE38922.zip,True
PRJNA428511,112,SRP128055,https://dee2.io/huge/athaliana/SRP128055_GSE108764.zip,True
PRJNA781852,112,SRP346907,https://dee2.io/huge/athaliana/SRP346907_GSE189177.zip,True
PRJNA448580,112,SRP137005,https://dee2.io/huge/athaliana/SRP137005_GSE112632.zip,True
PRJNA839434,111,SRP375971,https://dee2.io/huge/athaliana/SRP375971_GSE203333.zip,True
PRJNA397064,111,SRP114786,https://dee2.io/huge/athaliana/SRP114786_GSE102236.zip,True
PRJNA691879,111,SRP301597,https://dee2.io/huge/athaliana/SRP301597_GSE164739.zip,True
PRJNA386485,111,SRP106994,https://dee2.io/huge/athaliana/SRP106994_GSE98872.zip,True
PRJNA551939,111,SRP212662,https://dee2.io/huge/athaliana/SRP212662_GSE133564.zip,True
PRJNA599395,111,SRP239820,https://dee2.io/huge/athaliana/SRP239820_GSE143244.zip,True
PRJNA384192,111,SRP105190,https://dee2.io/huge/athaliana/SRP105190_GSE98176.zip,True
PRJNA913128,111,SRP413446,https://dee2.io/huge/athaliana/SRP413446_GSE221157.zip,True
PRJNA721401,111,SRP314497,https://dee2.io/huge/athaliana/SRP314497_GSE171922.zip,True
PRJNA209644,111,SRP026334,https://dee2.io/huge/athaliana/SRP026334_GSE48309.zip,True
PRJNA566137,111,SRP222301,,False
PRJNA244662,111,SRP041185,https://dee2.io/huge/athaliana/SRP041185_GSE56811.zip,True
PRJNA146209,110,SRP007581,https://dee2.io/huge/athaliana/SRP007581_GSE30970.zip,True
PRJNA814690,109,SRP363467,https://dee2.io/huge/athaliana/SRP363467_GSE198360.zip,True
PRJNA639782,109,SRP267522,https://dee2.io/huge/athaliana/SRP267522_GSE152579.zip,True
PRJNA1093123,109,SRP498485,https://dee2.io/huge/athaliana/SRP498485_GSE262756.zip,True
PRJNA976655,109,SRP439789,https://dee2.io/huge/athaliana/SRP439789_GSE233555.zip,True
PRJNA169669,107,SRP013996,https://dee2.io/huge/athaliana/SRP013996_GSE39051.zip,True
PRJNA532420,104,SRP192092,https://dee2.io/huge/athaliana/SRP192092_GSE129668.zip,True
PRJNA925168,104,SRP418140,https://dee2.io/huge/athaliana/SRP418140_GSE223168.zip,True
PRJNA369328,104,SRP098619,https://dee2.io/huge/athaliana/SRP098619_GSE94309.zip,True
PRJNA511488,104,SRP174262,,False
PRJNA244365,104,SRP041113,https://dee2.io/huge/athaliana/SRP041113_GSE56675.zip,True
PRJNA588415,104,SRP229345,,False
PRJNA254703,103,SRP044142,,False
PRJNA285758,103,SRP059030,https://dee2.io/huge/athaliana/SRP059030_GSE69510.zip,True
PRJNA196838,103,SRP020950,,False
PRJNA678733,103,SRP292754,https://dee2.io/huge/athaliana/SRP292754_GSE161571.zip,True
PRJNA1011298,103,SRP457858,https://dee2.io/huge/athaliana/SRP457858_GSE242075.zip,True
PRJNA1043393,103,SRP473153,https://dee2.io/huge/athaliana/SRP473153_GSE248337.zip,True
PRJNA687751,101,SRP299535,,False
PRJNA499084,101,SRP167149,https://dee2.io/huge/athaliana/SRP167149_GSE121927.zip,True
PRJNA153225,98,SRP011409,https://dee2.io/huge/athaliana/SRP011409_GSE36424.zip,True
PRJNA270526,97,SRP051214,,False
PRJNA1092698,97,SRP498287,https://dee2.io/huge/athaliana/SRP498287_GSE262650.zip,True
PRJNA296039,97,SRP063893,,False
PRJNA824442,97,SRP368024,https://dee2.io/huge/athaliana/SRP368024_GSE200390.zip,True
PRJNA429126,97,SRP128495,https://dee2.io/huge/athaliana/SRP128495_GSE108912.zip,True
PRJNA381131,97,SRP102803,,False
PRJNA360412,97,SRP096188,https://dee2.io/huge/athaliana/SRP096188_GSE93243.zip,True
PRJNA362641,97,SRP097224,,False
PRJNA321410,97,SRP074890,https://dee2.io/huge/athaliana/SRP074890_GSE81361.zip,True
PRJNA428403,97,SRP127991,https://dee2.io/huge/athaliana/SRP127991_GSE108730.zip,True
PRJNA225010,96,SRP032274,https://dee2.io/huge/athaliana/SRP032274_GSE51772.zip,True
PRJNA643282,95,SRP269433,https://dee2.io/huge/athaliana/SRP269433_GSE153588.zip,True
PRJNA488719,95,SRP159234,,False
PRJNA79729,93,SRP003234,https://dee2.io/huge/athaliana/SRP003234_NA.zip,True
PRJNA131113,93,SRP003413,,False
PRJNA534210,93,SRP193429,https://dee2.io/huge/athaliana/SRP193429_GSE129932.zip,True
PRJNA310222,92,SRP069072,,False
PRJNA896232,92,SRP405526,https://dee2.io/huge/athaliana/SRP405526_GSE216951.zip,True
PRJNA505666,92,SRP168763,,False
PRJNA374856,91,SRP099840,,False
PRJNA726641,91,SRP318086,,False
PRJNA996130,91,SRP450135,https://dee2.io/huge/athaliana/SRP450135_GSE237670.zip,True
PRJNA434810,91,SRP133210,https://dee2.io/huge/athaliana/SRP133210_GSE110923.zip,True
PRJNA209324,91,SRP026260,https://dee2.io/huge/athaliana/SRP026260_GSE48235.zip,True
PRJNA533237,91,SRP192828,https://dee2.io/huge/athaliana/SRP192828_GSE129938.zip,True
PRJNA757754,91,SRP334109,https://dee2.io/huge/athaliana/SRP334109_GSE182779.zip,True
PRJNA273631,91,SRP052825,https://dee2.io/huge/athaliana/SRP052825_GSE65287.zip,True
PRJNA514309,91,SRP178230,https://dee2.io/huge/athaliana/SRP178230_GSE124918.zip,True
PRJNA508784,91,SRP172777,https://dee2.io/huge/athaliana/SRP172777_GSE123459.zip,True
PRJNA380201,91,SRP102346,https://dee2.io/huge/athaliana/SRP102346_GSE96951.zip,True
PRJNA548091,91,SRP200966,https://dee2.io/huge/athaliana/SRP200966_GSE132441.zip,True
PRJNA591124,91,SRP231423,https://dee2.io/huge/athaliana/SRP231423_GSE140834.zip,True
PRJNA419486,91,SRP125461,https://dee2.io/huge/athaliana/SRP125461_GSE107260.zip,True
PRJNA379933,91,SRP102223,https://dee2.io/huge/athaliana/SRP102223_GSE96848.zip,True
PRJNA286795,91,SRP059391,https://dee2.io/huge/athaliana/SRP059391_GSE69802.zip,True
PRJNA149369,91,SRP009053,,False
PRJNA957136,89,SRP433313,,False
PRJNA352042,87,SRP092395,,False
PRJNA336041,87,SRP080767,,False
PRJNA637085,87,SRP265848,,False
PRJNA316811,86,SRP072554,https://dee2.io/huge/athaliana/SRP072554_GSE79709.zip,True
PRJNA898333,86,SRP406311,,False
PRJNA394842,86,SRP112712,https://dee2.io/huge/athaliana/SRP112712_GSE101567.zip,True
PRJNA699482,86,SRP304716,https://dee2.io/huge/athaliana/SRP304716_GSE166156.zip,True
PRJNA510312,86,SRP173581,https://dee2.io/huge/athaliana/SRP173581_GSE123911.zip,True
PRJNA378528,86,SRP101571,,False
PRJNA355875,85,SRP094441,https://dee2.io/huge/athaliana/SRP094441_GSE90771.zip,True
PRJNA785252,85,SRP349007,https://dee2.io/huge/athaliana/SRP349007_GSE189946.zip,True
PRJNA354330,85,SRP093666,https://dee2.io/huge/athaliana/SRP093666_GSE90004.zip,True
PRJNA722862,85,SRP315287,https://dee2.io/huge/athaliana/SRP315287_GSE172298.zip,True
PRJNA387926,85,SRP107981,https://dee2.io/huge/athaliana/SRP107981_GSE99283.zip,True
PRJNA540606,85,SRP194376,,False
PRJNA553510,85,SRP213876,https://dee2.io/huge/athaliana/SRP213876_GSE134019.zip,True
PRJNA760904,85,SRP335733,,False
PRJNA559286,85,SRP217819,https://dee2.io/huge/athaliana/SRP217819_GSE135559.zip,True
PRJNA646755,85,SRP272288,https://dee2.io/huge/athaliana/SRP272288_GSE154601.zip,True
PRJNA271395,85,SRP051641,,False
PRJNA660962,85,SRP279734,,False
PRJNA281884,85,SRP057531,,False
PRJNA143331,85,SRP007424,,False
PRJNA578729,85,SRP226506,https://dee2.io/huge/athaliana/SRP226506_GSE139201.zip,True
PRJNA547995,85,SRP200947,https://dee2.io/huge/athaliana/SRP200947_GSE132415.zip,True
PRJNA380890,85,SRP102692,https://dee2.io/huge/athaliana/SRP102692_GSE97174.zip,True
PRJNA683624,84,SRP297110,,False
PRJNA832295,83,SRP372359,https://dee2.io/huge/athaliana/SRP372359_GSE201607.zip,True
PRJNA284487,83,SRP058527,https://dee2.io/huge/athaliana/SRP058527_GSE69077.zip,True
PRJNA714396,82,SRP310554,,False
PRJNA381799,80,SRP103123,https://dee2.io/huge/athaliana/SRP103123_GSE97446.zip,True
PRJNA413141,80,SRP119401,https://dee2.io/huge/athaliana/SRP119401_GSE104590.zip,True
PRJNA313326,79,SRP070904,,False
PRJNA749004,79,SRP329451,,False
PRJNA658111,79,SRP278107,https://dee2.io/huge/athaliana/SRP278107_GSE156491.zip,True
PRJNA957462,79,SRP433438,https://dee2.io/huge/athaliana/SRP433438_GSE230100.zip,True
PRJNA291520,79,SRP061843,https://dee2.io/huge/athaliana/SRP061843_GSE71563.zip,True
PRJNA611706,79,SRP252170,,False
PRJNA689568,79,SRP300220,https://dee2.io/huge/athaliana/SRP300220_GSE164217.zip,True
PRJNA497270,79,SRP165999,https://dee2.io/huge/athaliana/SRP165999_GSE121407.zip,True
PRJNA356373,79,SRP094618,https://dee2.io/huge/athaliana/SRP094618_GSE90925.zip,True
PRJNA828457,79,SRP371294,https://dee2.io/huge/athaliana/SRP371294_GSE201115.zip,True
PRJNA418121,77,SRP124841,https://dee2.io/huge/athaliana/SRP124841_GSE106811.zip,True
PRJNA830475,77,SRP371526,https://dee2.io/huge/athaliana/SRP371526_GSE201233.zip,True
PRJNA814226,77,SRP363184,,False
PRJNA429462,75,SRP128715,https://dee2.io/huge/athaliana/SRP128715_GSE109038.zip,True
PRJNA679954,73,SRP293631,https://dee2.io/huge/athaliana/SRP293631_GSE161940.zip,True
PRJNA812776,73,SRP362447,https://dee2.io/huge/athaliana/SRP362447_GSE197898.zip,True
PRJNA274783,73,SRP053306,https://dee2.io/huge/athaliana/SRP053306_GSE65717.zip,True
PRJNA833205,73,SRP372776,,False
PRJNA833672,73,SRP372966,https://dee2.io/huge/athaliana/SRP372966_GSE201941.zip,True
PRJNA686950,73,SRP298714,https://dee2.io/huge/athaliana/SRP298714_GSE163618.zip,True
PRJNA601158,73,SRP241906,https://dee2.io/huge/athaliana/SRP241906_GSE143634.zip,True
PRJNA407793,72,SRP117943,,False
PRJNA759614,72,SRP335231,,False
PRJNA339862,72,SRP082585,,False
PRJNA687636,70,SRP299215,,False
PRJNA229991,68,SRP033350,,False
PRJNA316152,68,SRP072249,,False
PRJNA114507,68,SRP000783,,False
PRJNA926932,68,SRP418836,,False
PRJNA916262,67,SRP414949,,False
PRJNA548566,67,SRP201247,,False
PRJNA927819,67,SRP419119,,False
PRJNA253122,67,SRP043425,,False
PRJNA796288,67,SRP354449,,False
PRJNA767322,66,SRP339277,,False
PRJNA594286,65,SRP235227,,False
PRJNA720939,65,SRP314245,,False
PRJNA478857,65,SRP151754,,False
PRJNA641827,65,SRP268778,,False
PRJNA389738,64,SRP108861,,False
PRJNA677901,64,SRP292306,,False
PRJNA605023,63,SRP247443,,False
PRJNA416458,63,SRP123069,,False
PRJNA285077,63,SRP058765,,False
PRJNA137341,63,SRP005700,,False
PRJNA660407,63,SRP279435,,False
PRJNA730707,63,SRP320285,,False
PRJNA318266,63,SRP073197,,False
PRJNA117297,63,SRP001845,,False
PRJNA786498,61,SRP349386,,False
PRJNA1063220,61,SRP482938,,False
PRJNA136131,61,SRP006211,,False
PRJNA251821,60,SRP042972,,False
PRJNA260678,60,SRP046984,,False
PRJNA155427,60,SRP011589,,False
PRJNA509070,59,SRP173206,,False
PRJNA146353,59,SRP008486,,False
PRJNA535489,59,SRP193860,,False
PRJNA540493,59,SRP194274,,False
PRJNA136741,59,SRP005126,,False
PRJNA504761,59,SRP168343,,False
PRJNA357198,59,SRP095004,,False
PRJNA304316,59,SRP066739,,False
PRJNA464058,59,SRP144660,,False
PRJNA317738,59,SRP073025,,False
PRJNA388384,59,SRP108242,,False
PRJNA719557,59,SRP313349,,False
PRJNA414048,59,SRP119830,,False
PRJNA638530,59,SRP266724,,False
PRJNA736240,58,SRP323331,,False
PRJNA482577,56,SRP154992,,False
PRJNA280956,56,SRP057105,,False
PRJNA230627,55,SRP033507,,False
PRJNA208889,55,SRP026164,,False
PRJNA214919,55,SRP028722,,False
PRJNA315850,55,SRP072126,https://dee2.io/huge/athaliana/SRP072126_NA.zip,True
PRJNA347858,55,SRP091395,,False
PRJNA189938,55,SRP018768,,False
PRJNA609762,55,SRP251303,,False
PRJNA339018,55,SRP082191,,False
PRJNA756175,55,SRP333268,,False
PRJNA892489,54,SRP403632,,False
PRJNA353651,53,SRP093390,,False
PRJNA384582,52,SRP105343,,False
PRJEB50694,52,ERP135313,,False
PRJNA506260,50,SRP169955,,False
PRJNA691247,50,SRP301264,,False
PRJNA297369,49,SRP064326,,False
PRJNA449688,49,SRP139567,,False
PRJNA173828,49,SRP015130,,False
PRJNA562027,49,SRP219324,,False
PRJNA280603,49,SRP056979,,False
PRJNA267853,47,SRP050051,,False
PRJNA454678,46,SRP144354,,False
PRJNA622727,46,SRP255014,,False
PRJNA186682,46,SRP017970,,False
PRJNA215166,46,SRP028777,,False
PRJNA248110,46,SRP042122,,False
PRJNA1011929,46,SRP458044,https://dee2.io/huge/athaliana/SRP458044_GSE242191.zip,True
PRJNA306778,46,SRP067709,,False
PRJNA314979,46,SRP071666,,False
PRJNA284104,46,SRP058374,,False
PRJNA484111,45,SRP156129,,False
PRJNA215448,43,SRP028878,,False
PRJNA149671,43,SRP009656,,False
PRJNA802037,40,SRP357457,,False
PRJNA699584,40,SRP304770,,False
PRJNA1019363,39,SRP462065,,False
PRJNA750934,39,SRP330542,,False
PRJNA428472,37,SRP128032,,False
PRJNA117263,37,SRP001383,,False
PRJNA635882,37,SRP265266,,False
PRJNA603806,37,SRP245923,,False
PRJNA326566,36,SRP077002,,False
PRJNA174124,35,SRP015327,,False
PRJNA348553,35,SRP091588,,False
PRJNA498090,35,SRP166537,,False
PRJNA255870,34,SRP044700,,False
PRJNA141095,33,SRP007113,,False
PRJNA665188,33,SRP285089,,False
PRJNA186950,33,SRP018094,,False
PRJNA558733,33,SRP217494,,False
PRJNA473337,33,SRP149078,,False
PRJNA147283,33,SRP008348,,False
PRJNA354264,33,SRP096047,,False
PRJNA398395,33,SRP115495,,False
PRJEB18263,32,ERP020189,,False
PRJNA200315,32,SRP021538,,False
PRJNA454017,31,SRP143522,,False
PRJNA438125,31,SRP135285,,False
PRJNA648491,31,SRP273512,,False
PRJNA781535,31,SRP346741,,False
PRJNA434023,29,SRP132824,,False
PRJNA809476,29,SRP361009,,False
PRJNA115495,27,SRP000999,,False
PRJEB33589,25,ERP116395,,False
PRJNA727303,24,SRP318614,,False
PRJNA319661,22,SRP073942,,False
PRJNA718567,18,SRP312746,,False
PRJNA117657,18,SRP002566,,False
PRJNA744531,16,SRP327393,,False
PRJNA79813,15,SRP004053,,False
